-14399,-13991,12125,9432
-13971,-13966,11791,9104
-13551,-13942,11462,8770
-13142,-13918,11139,8432
-14399,-13991,12125,9432
-13971,-13966,11791,9104
-13551,-13942,11462,8770
-13142,-13918,11139,8432
-12745,-13898,10823,8090
-13971,-13966,11791,9104
-13551,-13942,11462,8770
-13142,-13918,11139,8432
-12745,-13898,10823,8090
-12363,-13878,10517,7741
-13551,-13942,11462,8770
-13142,-13918,11139,8432
-12745,-13898,10823,8090
-12363,-13878,10517,7741
-11994,-13859,10216,7388
-13142,-13918,11139,8432
-12745,-13898,10823,8090
-12363,-13878,10517,7741
-11994,-13859,10216,7388
-11639,-13841,9927,7029
-12745,-13898,10823,8090
-12363,-13878,10517,7741
-11994,-13859,10216,7388
-11639,-13841,9927,7029
-11302,-13825,9647,6666
-12363,-13878,10517,7741
-11994,-13859,10216,7388
-11639,-13841,9927,7029
-11302,-13825,9647,6666
-10981,-13808,9376,6297
-11994,-13859,10216,7388
-11639,-13841,9927,7029
-11302,-13825,9647,6666
-10981,-13808,9376,6297
-10677,-13794,9119,5923
-11639,-13841,9927,7029
-11302,-13825,9647,6666
-10981,-13808,9376,6297
-10677,-13794,9119,5923
-10392,-13780,8871,5543
-11302,-13825,9647,6666
-10981,-13808,9376,6297
-10677,-13794,9119,5923
-10392,-13780,8871,5543
-10124,-13769,8638,5159
-10981,-13808,9376,6297
-10677,-13794,9119,5923
-10392,-13780,8871,5543
-10124,-13769,8638,5159
-9873,-13758,8416,4769
-10677,-13794,9119,5923
-10392,-13780,8871,5543
-10124,-13769,8638,5159
-9873,-13758,8416,4769
-9639,-13748,8206,4374
-10392,-13780,8871,5543
-10124,-13769,8638,5159
-9873,-13758,8416,4769
-9639,-13748,8206,4374
-9424,-13738,8009,3971
-10124,-13769,8638,5159
-9873,-13758,8416,4769
-9639,-13748,8206,4374
-9424,-13738,8009,3971
-9226,-13730,7825,3562
-9873,-13758,8416,4769
-9639,-13748,8206,4374
-9424,-13738,8009,3971
-9226,-13730,7825,3562
-9043,-13724,7653,3145
-9639,-13748,8206,4374
-9424,-13738,8009,3971
-9226,-13730,7825,3562
-9043,-13724,7653,3145
-8878,-13717,7495,2722
-9424,-13738,8009,3971
-9226,-13730,7825,3562
-9043,-13724,7653,3145
-8878,-13717,7495,2722
-8726,-13712,7352,2291
-9226,-13730,7825,3562
-9043,-13724,7653,3145
-8878,-13717,7495,2722
-8726,-13712,7352,2291
-8591,-13708,7224,1851
-9043,-13724,7653,3145
-8878,-13717,7495,2722
-8726,-13712,7352,2291
-8591,-13708,7224,1851
-8467,-13706,7110,1404
-8878,-13717,7495,2722
-8726,-13712,7352,2291
-8591,-13708,7224,1851
-8467,-13706,7110,1404
-8357,-13703,7011,950
-8726,-13712,7352,2291
-8591,-13708,7224,1851
-8467,-13706,7110,1404
-8357,-13703,7011,950
-8258,-13702,6931,488
-8591,-13708,7224,1851
-8467,-13706,7110,1404
-8357,-13703,7011,950
-8258,-13702,6931,488
-8168,-13701,6865,18
-8467,-13706,7110,1404
-8357,-13703,7011,950
-8258,-13702,6931,488
-8168,-13701,6865,18
-8087,-13701,6820,-456
-8357,-13703,7011,950
-8258,-13702,6931,488
-8168,-13701,6865,18
-8087,-13701,6820,-456
-8014,-13701,6793,-937
-8258,-13702,6931,488
-8168,-13701,6865,18
-8087,-13701,6820,-456
-8014,-13701,6793,-937
-7942,-13701,6784,-1423
-8168,-13701,6865,18
-8087,-13701,6820,-456
-8014,-13701,6793,-937
-7942,-13701,6784,-1423
-7874,-13701,6797,-1913
-8087,-13701,6820,-456
-8014,-13701,6793,-937
-7942,-13701,6784,-1423
-7874,-13701,6797,-1913
-7803,-13701,6828,-2403
-8014,-13701,6793,-937
-7942,-13701,6784,-1423
-7874,-13701,6797,-1913
-7803,-13701,6828,-2403
-7730,-13701,6883,-2898
-7942,-13701,6784,-1423
-7874,-13701,6797,-1913
-7803,-13701,6828,-2403
-7730,-13701,6883,-2898
-7650,-13701,6957,-3392
-7874,-13701,6797,-1913
-7803,-13701,6828,-2403
-7730,-13701,6883,-2898
-7650,-13701,6957,-3392
-7562,-13701,7053,-3885
-7803,-13701,6828,-2403
-7730,-13701,6883,-2898
-7650,-13701,6957,-3392
-7562,-13701,7053,-3885
-7461,-13700,7172,-4378
-7730,-13701,6883,-2898
-7650,-13701,6957,-3392
-7562,-13701,7053,-3885
-7461,-13700,7172,-4378
-7346,-13698,7312,-4868
-7650,-13701,6957,-3392
-7562,-13701,7053,-3885
-7461,-13700,7172,-4378
-7346,-13698,7312,-4868
-7216,-13697,7475,-5355
-7562,-13701,7053,-3885
-7461,-13700,7172,-4378
-7346,-13698,7312,-4868
-7216,-13697,7475,-5355
-7067,-13697,7659,-5836
-7461,-13700,7172,-4378
-7346,-13698,7312,-4868
-7216,-13697,7475,-5355
-7067,-13697,7659,-5836
-6899,-13697,7866,-6312
-7346,-13698,7312,-4868
-7216,-13697,7475,-5355
-7067,-13697,7659,-5836
-6899,-13697,7866,-6312
-6710,-13697,8096,-6783
-7216,-13697,7475,-5355
-7067,-13697,7659,-5836
-6899,-13697,7866,-6312
-6710,-13697,8096,-6783
-6501,-13698,8346,-7245
-7067,-13697,7659,-5836
-6899,-13697,7866,-6312
-6710,-13697,8096,-6783
-6501,-13698,8346,-7245
-6272,-13702,8615,-7697
-6899,-13697,7866,-6312
-6710,-13697,8096,-6783
-6501,-13698,8346,-7245
-6272,-13702,8615,-7697
-6022,-13707,8907,-8138
-6710,-13697,8096,-6783
-6501,-13698,8346,-7245
-6272,-13702,8615,-7697
-6022,-13707,8907,-8138
-5751,-13715,9216,-8567
-6501,-13698,8346,-7245
-6272,-13702,8615,-7697
-6022,-13707,8907,-8138
-5751,-13715,9216,-8567
-5464,-13726,9543,-8984
-6272,-13702,8615,-7697
-6022,-13707,8907,-8138
-5751,-13715,9216,-8567
-5464,-13726,9543,-8984
-5158,-13739,9886,-9384
-6022,-13707,8907,-8138
-5751,-13715,9216,-8567
-5464,-13726,9543,-8984
-5158,-13739,9886,-9384
-4835,-13754,10245,-9770
-5751,-13715,9216,-8567
-5464,-13726,9543,-8984
-5158,-13739,9886,-9384
-4835,-13754,10245,-9770
-4496,-13773,10619,-10139
-5464,-13726,9543,-8984
-5158,-13739,9886,-9384
-4835,-13754,10245,-9770
-4496,-13773,10619,-10139
-4144,-13793,11004,-10490
-5158,-13739,9886,-9384
-4835,-13754,10245,-9770
-4496,-13773,10619,-10139
-4144,-13793,11004,-10490
-3778,-13817,11399,-10825
-4835,-13754,10245,-9770
-4496,-13773,10619,-10139
-4144,-13793,11004,-10490
-3778,-13817,11399,-10825
-3399,-13844,11806,-11140
-4496,-13773,10619,-10139
-4144,-13793,11004,-10490
-3778,-13817,11399,-10825
-3399,-13844,11806,-11140
-3008,-13873,12221,-11438
-4144,-13793,11004,-10490
-3778,-13817,11399,-10825
-3399,-13844,11806,-11140
-3008,-13873,12221,-11438
-2605,-13903,12644,-11717
-3778,-13817,11399,-10825
-3399,-13844,11806,-11140
-3008,-13873,12221,-11438
-2605,-13903,12644,-11717
-2192,-13937,13073,-11980
-3399,-13844,11806,-11140
-3008,-13873,12221,-11438
-2605,-13903,12644,-11717
-2192,-13937,13073,-11980
-1768,-13971,13509,-12226
-3008,-13873,12221,-11438
-2605,-13903,12644,-11717
-2192,-13937,13073,-11980
-1768,-13971,13509,-12226
-1332,-14008,13951,-12455
-2605,-13903,12644,-11717
-2192,-13937,13073,-11980
-1768,-13971,13509,-12226
-1332,-14008,13951,-12455
-888,-14047,14398,-12668
-2192,-13937,13073,-11980
-1768,-13971,13509,-12226
-1332,-14008,13951,-12455
-888,-14047,14398,-12668
-432,-14087,14850,-12866
-1768,-13971,13509,-12226
-1332,-14008,13951,-12455
-888,-14047,14398,-12668
-432,-14087,14850,-12866
33,-14130,15307,-13051
-1332,-14008,13951,-12455
-888,-14047,14398,-12668
-432,-14087,14850,-12866
33,-14130,15307,-13051
509,-14176,15769,-13222
-888,-14047,14398,-12668
-432,-14087,14850,-12866
33,-14130,15307,-13051
509,-14176,15769,-13222
995,-14222,16236,-13383
-432,-14087,14850,-12866
33,-14130,15307,-13051
509,-14176,15769,-13222
995,-14222,16236,-13383
1491,-14272,16710,-13532
33,-14130,15307,-13051
509,-14176,15769,-13222
995,-14222,16236,-13383
1491,-14272,16710,-13532
1999,-14322,17190,-13672
509,-14176,15769,-13222
995,-14222,16236,-13383
1491,-14272,16710,-13532
1999,-14322,17190,-13672
2514,-14375,17676,-13802
995,-14222,16236,-13383
1491,-14272,16710,-13532
1999,-14322,17190,-13672
2514,-14375,17676,-13802
3042,-14429,18168,-13923
1491,-14272,16710,-13532
1999,-14322,17190,-13672
2514,-14375,17676,-13802
3042,-14429,18168,-13923
3578,-14485,18668,-14038
1999,-14322,17190,-13672
2514,-14375,17676,-13802
3042,-14429,18168,-13923
3578,-14485,18668,-14038
4125,-14542,19177,-14145
2514,-14375,17676,-13802
3042,-14429,18168,-13923
3578,-14485,18668,-14038
4125,-14542,19177,-14145
4681,-14600,19692,-14249
3042,-14429,18168,-13923
3578,-14485,18668,-14038
4125,-14542,19177,-14145
4681,-14600,19692,-14249
5245,-14658,20216,-14346
3578,-14485,18668,-14038
4125,-14542,19177,-14145
4681,-14600,19692,-14249
5245,-14658,20216,-14346
5821,-14716,20746,-14441
4125,-14542,19177,-14145
4681,-14600,19692,-14249
5245,-14658,20216,-14346
5821,-14716,20746,-14441
6403,-14774,21285,-14532
4681,-14600,19692,-14249
5245,-14658,20216,-14346
5821,-14716,20746,-14441
6403,-14774,21285,-14532
6995,-14830,21832,-14620
5245,-14658,20216,-14346
5821,-14716,20746,-14441
6403,-14774,21285,-14532
6995,-14830,21832,-14620
7596,-14884,22388,-14707
5821,-14716,20746,-14441
6403,-14774,21285,-14532
6995,-14830,21832,-14620
7596,-14884,22388,-14707
8206,-14934,22951,-14793
6403,-14774,21285,-14532
6995,-14830,21832,-14620
7596,-14884,22388,-14707
8206,-14934,22951,-14793
8822,-14982,23519,-14880
6995,-14830,21832,-14620
7596,-14884,22388,-14707
8206,-14934,22951,-14793
8822,-14982,23519,-14880
9447,-15024,24096,-14969
7596,-14884,22388,-14707
8206,-14934,22951,-14793
8822,-14982,23519,-14880
9447,-15024,24096,-14969
10078,-15062,24679,-15057
8206,-14934,22951,-14793
8822,-14982,23519,-14880
9447,-15024,24096,-14969
10078,-15062,24679,-15057
10717,-15091,25268,-15149
8822,-14982,23519,-14880
9447,-15024,24096,-14969
10078,-15062,24679,-15057
10717,-15091,25268,-15149
11363,-15115,25863,-15244
9447,-15024,24096,-14969
10078,-15062,24679,-15057
10717,-15091,25268,-15149
11363,-15115,25863,-15244
12014,-15128,26461,-15341
10078,-15062,24679,-15057
10717,-15091,25268,-15149
11363,-15115,25863,-15244
12014,-15128,26461,-15341
12672,-15131,27067,-15443
10717,-15091,25268,-15149
11363,-15115,25863,-15244
12014,-15128,26461,-15341
12672,-15131,27067,-15443
13333,-15124,27674,-15549
11363,-15115,25863,-15244
12014,-15128,26461,-15341
12672,-15131,27067,-15443
13333,-15124,27674,-15549
14000,-15105,28287,-15662
12014,-15128,26461,-15341
12672,-15131,27067,-15443
13333,-15124,27674,-15549
14000,-15105,28287,-15662
14669,-15071,28901,-15778
12672,-15131,27067,-15443
13333,-15124,27674,-15549
14000,-15105,28287,-15662
14669,-15071,28901,-15778
15342,-15024,29518,-15902
13333,-15124,27674,-15549
14000,-15105,28287,-15662
14669,-15071,28901,-15778
15342,-15024,29518,-15902
16019,-14960,30137,-16030
14000,-15105,28287,-15662
14669,-15071,28901,-15778
15342,-15024,29518,-15902
16019,-14960,30137,-16030
16696,-14879,30759,-16168
14669,-15071,28901,-15778
15342,-15024,29518,-15902
16019,-14960,30137,-16030
16696,-14879,30759,-16168
17373,-14782,31381,-16312
15342,-15024,29518,-15902
16019,-14960,30137,-16030
16696,-14879,30759,-16168
17373,-14782,31381,-16312
18048,-14666,32005,-16462
16019,-14960,30137,-16030
16696,-14879,30759,-16168
17373,-14782,31381,-16312
18048,-14666,32005,-16462
18724,-14528,32631,-16623
16696,-14879,30759,-16168
17373,-14782,31381,-16312
18048,-14666,32005,-16462
18724,-14528,32631,-16623
19397,-14370,33258,-16791
17373,-14782,31381,-16312
18048,-14666,32005,-16462
18724,-14528,32631,-16623
19397,-14370,33258,-16791
20066,-14192,33886,-16967
18048,-14666,32005,-16462
18724,-14528,32631,-16623
19397,-14370,33258,-16791
20066,-14192,33886,-16967
20730,-13990,34519,-17153
18724,-14528,32631,-16623
19397,-14370,33258,-16791
20066,-14192,33886,-16967
20730,-13990,34519,-17153
21389,-13765,35153,-17350
19397,-14370,33258,-16791
20066,-14192,33886,-16967
20730,-13990,34519,-17153
21389,-13765,35153,-17350
22041,-13517,35788,-17556
20066,-14192,33886,-16967
20730,-13990,34519,-17153
21389,-13765,35153,-17350
22041,-13517,35788,-17556
22683,-13245,36429,-17772
20730,-13990,34519,-17153
21389,-13765,35153,-17350
22041,-13517,35788,-17556
22683,-13245,36429,-17772
23317,-12947,37071,-17998
21389,-13765,35153,-17350
22041,-13517,35788,-17556
22683,-13245,36429,-17772
23317,-12947,37071,-17998
23941,-12625,37718,-18235
22041,-13517,35788,-17556
22683,-13245,36429,-17772
23317,-12947,37071,-17998
23941,-12625,37718,-18235
24551,-12279,38367,-18481
22683,-13245,36429,-17772
23317,-12947,37071,-17998
23941,-12625,37718,-18235
24551,-12279,38367,-18481
25150,-11909,39021,-18740
23317,-12947,37071,-17998
23941,-12625,37718,-18235
24551,-12279,38367,-18481
25150,-11909,39021,-18740
25733,-11514,39678,-19008
23941,-12625,37718,-18235
24551,-12279,38367,-18481
25150,-11909,39021,-18740
25733,-11514,39678,-19008
26303,-11096,40336,-19285
24551,-12279,38367,-18481
25150,-11909,39021,-18740
25733,-11514,39678,-19008
26303,-11096,40336,-19285
26855,-10653,40999,-19573
25150,-11909,39021,-18740
25733,-11514,39678,-19008
26303,-11096,40336,-19285
26855,-10653,40999,-19573
27393,-10187,41663,-19870
25733,-11514,39678,-19008
26303,-11096,40336,-19285
26855,-10653,40999,-19573
27393,-10187,41663,-19870
27912,-9698,42327,-20174
26303,-11096,40336,-19285
26855,-10653,40999,-19573
27393,-10187,41663,-19870
27912,-9698,42327,-20174
28414,-9188,42992,-20488
26855,-10653,40999,-19573
27393,-10187,41663,-19870
27912,-9698,42327,-20174
28414,-9188,42992,-20488
28900,-8655,43660,-20807
27393,-10187,41663,-19870
27912,-9698,42327,-20174
28414,-9188,42992,-20488
28900,-8655,43660,-20807
29367,-8102,44327,-21133
27912,-9698,42327,-20174
28414,-9188,42992,-20488
28900,-8655,43660,-20807
29367,-8102,44327,-21133
29817,-7528,44993,-21465
28414,-9188,42992,-20488
28900,-8655,43660,-20807
29367,-8102,44327,-21133
29817,-7528,44993,-21465
30250,-6934,45662,-21802
28900,-8655,43660,-20807
29367,-8102,44327,-21133
29817,-7528,44993,-21465
30250,-6934,45662,-21802
30666,-6322,46329,-22144
29367,-8102,44327,-21133
29817,-7528,44993,-21465
30250,-6934,45662,-21802
30666,-6322,46329,-22144
31066,-5690,46998,-22490
29817,-7528,44993,-21465
30250,-6934,45662,-21802
30666,-6322,46329,-22144
31066,-5690,46998,-22490
31449,-5042,47666,-22839
30250,-6934,45662,-21802
30666,-6322,46329,-22144
31066,-5690,46998,-22490
31449,-5042,47666,-22839
31816,-4376,48336,-23192
30666,-6322,46329,-22144
31066,-5690,46998,-22490
31449,-5042,47666,-22839
31816,-4376,48336,-23192
32169,-3697,49007,-23548
31066,-5690,46998,-22490
31449,-5042,47666,-22839
31816,-4376,48336,-23192
32169,-3697,49007,-23548
32508,-3003,49678,-23908
31449,-5042,47666,-22839
31816,-4376,48336,-23192
32169,-3697,49007,-23548
32508,-3003,49678,-23908
32834,-2294,50349,-24269
31816,-4376,48336,-23192
32169,-3697,49007,-23548
32508,-3003,49678,-23908
32834,-2294,50349,-24269
33147,-1576,51021,-24634
32169,-3697,49007,-23548
32508,-3003,49678,-23908
32834,-2294,50349,-24269
33147,-1576,51021,-24634
33451,-846,51693,-25000
32508,-3003,49678,-23908
32834,-2294,50349,-24269
33147,-1576,51021,-24634
33451,-846,51693,-25000
33744,-105,52366,-25368
32834,-2294,50349,-24269
33147,-1576,51021,-24634
33451,-846,51693,-25000
33744,-105,52366,-25368
34031,644,53038,-25738
33147,-1576,51021,-24634
33451,-846,51693,-25000
33744,-105,52366,-25368
34031,644,53038,-25738
34311,1400,53711,-26109
33451,-846,51693,-25000
33744,-105,52366,-25368
34031,644,53038,-25738
34311,1400,53711,-26109
34586,2164,54383,-26480
33744,-105,52366,-25368
34031,644,53038,-25738
34311,1400,53711,-26109
34586,2164,54383,-26480
34857,2934,55055,-26854
-33649,-15379,30067,24361
-32750,-15323,29776,24059
-31854,-15269,29480,23760
-30961,-15216,29181,23461
-30075,-15164,28875,23160
-32750,-15323,29776,24059
-31854,-15269,29480,23760
-30961,-15216,29181,23461
-30075,-15164,28875,23160
-29192,-15113,28564,22859
-31854,-15269,29480,23760
-30961,-15216,29181,23461
-30075,-15164,28875,23160
-29192,-15113,28564,22859
-28315,-15062,28243,22556
-30961,-15216,29181,23461
-30075,-15164,28875,23160
-29192,-15113,28564,22859
-28315,-15062,28243,22556
-27445,-15014,27914,22249
-30075,-15164,28875,23160
-29192,-15113,28564,22859
-28315,-15062,28243,22556
-27445,-15014,27914,22249
-26581,-14966,27575,21938
-29192,-15113,28564,22859
-28315,-15062,28243,22556
-27445,-15014,27914,22249
-26581,-14966,27575,21938
-25724,-14918,27223,21625
-28315,-15062,28243,22556
-27445,-15014,27914,22249
-26581,-14966,27575,21938
-25724,-14918,27223,21625
-24875,-14871,26861,21308
-27445,-15014,27914,22249
-26581,-14966,27575,21938
-25724,-14918,27223,21625
-24875,-14871,26861,21308
-24034,-14826,26483,20988
-26581,-14966,27575,21938
-25724,-14918,27223,21625
-24875,-14871,26861,21308
-24034,-14826,26483,20988
-23203,-14783,26094,20663
-25724,-14918,27223,21625
-24875,-14871,26861,21308
-24034,-14826,26483,20988
-23203,-14783,26094,20663
-22381,-14740,25689,20333
-24875,-14871,26861,21308
-24034,-14826,26483,20988
-23203,-14783,26094,20663
-22381,-14740,25689,20333
-21570,-14697,25269,20003
-24034,-14826,26483,20988
-23203,-14783,26094,20663
-22381,-14740,25689,20333
-21570,-14697,25269,20003
-20769,-14655,24835,19668
-23203,-14783,26094,20663
-22381,-14740,25689,20333
-21570,-14697,25269,20003
-20769,-14655,24835,19668
-19977,-14615,24385,19331
-22381,-14740,25689,20333
-21570,-14697,25269,20003
-20769,-14655,24835,19668
-19977,-14615,24385,19331
-19200,-14576,23923,18991
-21570,-14697,25269,20003
-20769,-14655,24835,19668
-19977,-14615,24385,19331
-19200,-14576,23923,18991
-18432,-14538,23447,18652
-20769,-14655,24835,19668
-19977,-14615,24385,19331
-19200,-14576,23923,18991
-18432,-14538,23447,18652
-17679,-14501,22961,18309
-19977,-14615,24385,19331
-19200,-14576,23923,18991
-18432,-14538,23447,18652
-17679,-14501,22961,18309
-16940,-14466,22462,17966
-19200,-14576,23923,18991
-18432,-14538,23447,18652
-17679,-14501,22961,18309
-16940,-14466,22462,17966
-16214,-14432,21956,17624
-18432,-14538,23447,18652
-17679,-14501,22961,18309
-16940,-14466,22462,17966
-16214,-14432,21956,17624
-15504,-14399,21445,17280
-17679,-14501,22961,18309
-16940,-14466,22462,17966
-16214,-14432,21956,17624
-15504,-14399,21445,17280
-14811,-14366,20927,16937
-16940,-14466,22462,17966
-16214,-14432,21956,17624
-15504,-14399,21445,17280
-14811,-14366,20927,16937
-14134,-14336,20404,16591
-16214,-14432,21956,17624
-15504,-14399,21445,17280
-14811,-14366,20927,16937
-14134,-14336,20404,16591
-13476,-14308,19881,16248
-15504,-14399,21445,17280
-14811,-14366,20927,16937
-14134,-14336,20404,16591
